"asvid","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","confidence"
"84aa77e2b8c5bc67ab448494f0a30565","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","","","",0.51
"6c8d994d30097b4855a1cec9aafaaa99","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055","",0.88
"2f8ad4365632e4a05d8897ac4ee70b3a","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","",0.64
"2882f111d698694a2b9bec0e9588de85","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","","","",0.88
"34a61a7511bd1340e21e921e799397db","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","",0.99
"ad86d6a92dc4e9d65b4b635b01656641","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Centipeda","",0.72
"5d5db5a4b1cb701462bfd0989f5a3495","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas","",0.99
"d0e38fb6b464c91e68a64a7a1c31c209","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group","",0.82
"3073a6b8ccf2548ed8670e16d4c68502","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","",0.65
"bf965766c9cf5efb5559f5f79c8ded80","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Williamsia","",1
"5857880f9d174d940dd4b9c1a1a923a6","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"b8f3e25d11280a9e2189700e107de07c","Bacteria","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","",1
"75c777e55506c82328905d2e528b9e5a","Bacteria","Bacteria","","","","","","",1
"a48a762fc5008e7f9825b35e28592408","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","",0.59
"82954e5ade8bb5fea81609c53c4360e6","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","",0.9
"4c09660ca5fe7709ebca6a13d3e8c9c1","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium","",1
"0bd5c6859adaab1cabdeb76631a57d54","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.94
"5c79290f57f33c47e283b6271636558f","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",1
"81c08c8c5952eaa460902b4cb2d12a6d","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.69
"a9b90bf76623637a3b4332b802f11212","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","","","",0.63
"7f676ee4bcc93546f8f215a4d3d0523e","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"da88058326f11d989bdfa6d24fcbc7f8","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","",0.53
"a01206f0b17de33744bdac813c3c6eca","Bacteria","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","",0.99
"15865e8ac4a353de5cd87eb2b9fefa69","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","",1
"7e2c05555504437210e6bf2a325194f3","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-008","",0.62
"d8fcbd135a0870e607b56512eef35bc4","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","",1
"a8e3ae0ecdd7f5524aa723d16159d026","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","","",0.96
"3f00601e82cdbcacd92a7c36be9864b7","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group","",0.75
"620a52db169b3246113dd58ef8048a69","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","","",0.57
"f41e4f4c232510159de5417f6e5b5c20","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","",1
"3c008cdccac21fe175e918a3ed8ba5de","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-008","",0.63
"3363043f3d5d2a72e3b79a320e77237e","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",0.76
"0c5d2114ee9993714e590b3f7cb4e9ef","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","",1
"800ca2946a3c8c2b1ee390e508813d92","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","","",1
"3ff301b12922180d1cfdae3b4f697bd8","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","","",0.5
"91a8066adbd426fa98c9230ba53d7704","Bacteria","Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22","","","",1
"d27001b8eace28f92195b001771a903d","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","",1
"c3711f6ebde94599d3d7f8083900e798","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Conservatibacter","",0.92
"be7b27921369564b05d1a944d6ca0c95","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",1
"e7adf773829ec8262431d666768246e4","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-009","",0.54
"16139f719f4a503d356eed36a7a2166b","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","",0.97
"1949a1b789146caf6e7a5c6a00c5f7c4","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","",0.57
"038002f29d3767a7f8fcf5de11da72ac","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] nodatum group","",0.85
"555a089828e5f4f37dd18d49d194202f","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.78
"f2701627582e58d8e2926770e9f8f06a","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","","","",1
"3ba54b84d81a77f8fe21c781bfe8d9de","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.57
"c3c39e83ca43571639040f6cfbdbdb9b","Bacteria","Bacteria","Firmicutes","Bacilli","","","","",0.51
"c92bce8f9a0355882175820144995211","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","",0.94
"bec0575e1d6a5e25aeb36be5fa240f8b","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004","",0.66
"8a2a7525d7c5637c55ebd0bc746d53da","Bacteria","Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","",0.75
"e388d332b7adc481218e61556f320ae8","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","","",0.52
"1067e1279ecd336ff46c6d663b1f6a57","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","",0.9
"1af612d90153f4aa10245d1e813d3dc3","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group","","",1
"c72633bab24b7f6e57871dcbe216a48a","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","",0.87
"c2f5482e3cf6e6f0af1433de46075096","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","",0.61
"10ca483d6a59d7a238d7fb2ba8864a7d","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","",0.51
"9c2f19af8df5d6adbfe56d9a938315cc","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","",0.71
"eb1964e12f75d8ddc59ed5560e421b91","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","","",0.53
"8a8a41a5100060a080ebcf78b64b8c3e","Bacteria","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","",0.93
"ca9cf17287dbf34faacba40f00d0fc69","Bacteria","Bacteria","","","","","","",1
"74d519816d4cfb9cf4ec9605f76301d6","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII UCG-001","",0.93
"491832186a0a657d7b7394c530bac548","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Peptoniphilus","",0.65
"5034c884a385596ea899c1b667181cfa","Bacteria","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","",1
"ce680780caca3b978fcc4631197ed8bd","Bacteria","Bacteria","Firmicutes","","","","","",0.94
"684727e3c6de6e431cb2a24f9fda3bfb","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.7
"1be8949ecadab96020dfa889b46cabaa","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","","","",0.62
"c8cf97d2940b27d739f060651a268105","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.76
"365c8602cb71db75c7afa6e6c568e9a9","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","","","",0.6
"073135f54fd4b948c443d4dc7970e488","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",0.56
"003f69e353b34f70ab035759b3eab449","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.6
"d2770a487fdd1843eb9438fe602b6003","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas","",0.78
"8e6d184872a4149eb85525c953699829","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.59
"c584a35b8904561c87ab9ed20c7ad133","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.84
"7571c0d4b85351f30bc50488a9264814","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","",0.99
"35c01dea51d45f4c3d5ace155d4f954c","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.69
"bd1aaab9d6e1ee63d4418c7876b279a5","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Agrilactobacillus","",0.54
"0ed1df519d5520f0f185b8ccf974f06f","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","","",0.7
"7aa9654a0808ff1d285636007490e9b7","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","",0.99
"b452284fca181520c11d087351ff43df","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas","faecihominis",1
"88d36266768b88361834bdc99f4a7b27","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",1
"fbe40af0ecf043573ec5967b30c8fc7b","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Mogibacterium","",0.87
"cd8b9b2c95f88c65a5a4fda1957d2fda","Bacteria","Bacteria","Bacteroidota","Bacteroidia","","","","",0.63
"935e48351c7f4c83d3cf9f195d73ead0","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella","urethralis",1
"bce12835cc6b9f25dbf5124270c12d62","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","",0.58
"9f84350812e7ce53b7725824d6354dab","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","","",1
"76c11e9c812a1c00e9440fa3fa5b9fc1","Bacteria","Bacteria","","","","","","",1
"373a4609de2e5e6435c6646f8555eb5f","Bacteria","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea","",0.63
"637b9b3f4d1cbb1a10c07817619cdf69","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","",1
"e2c28b4fc21e33df000f9a7659068e40","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","",0.74
"9939d41686f5e02b7559a9a282065dbc","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","",0.72
"86993493cb4792da6612c1586bdf1e3a","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","",0.5
"9822eeee0ab012ac72decf2a481aea23","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.9
"37105506c621d09e05e3f9709f7f7c3e","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.68
"6d2d0089782d95d17414727cdd233a79","Bacteria","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","",1
"2a39f0b75d31d00b3136b2edbe82962e","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora","",1
"09cafc0ce0681fbb41df73c25b573c84","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","A2","",0.94
"a59281c2e5b485694bad1587ee5e4e6a","Bacteria","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","",1
"beaf42741cbc83f01a3b00036fef94cf","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","",0.94
"999e71ac3e7ce6bce64f9e96dac73ff6","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","",0.56
"6c076aec0065bd3888720c6a7a3871a3","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.56
"1eb4af2e49b820e3555ef279ea34488c","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","",1
"968fbe67c81815d73105be36de25f102","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","","","","",0.55
"87c18e8ee3789954404f2c1a35079a09","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] hallii group","",1
"5a34853b101975f61d8ca4aac3d453fc","Bacteria","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter","",0.88
"f83f998f547b010ec5e34882cc0d7dec","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","","","",1
"86e922b5300ef74f5d9648bdae36b381","Bacteria","Bacteria","","","","","","",1
"adbda4915419b8f4cd4a001a04cdfc02","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga","robiniae",0.98
"50479561e1c5059b610d9a06b7930ec5","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group","",0.93
"da4d2baa3b5b093690539f970f4d622c","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","","",0.98
"7eb80d9c52f7ea301ca3599efc81db58","Bacteria","Bacteria","Firmicutes","Bacilli","","","","",0.97
"e663bcc0139ef44021ced36162ca6588","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Conservatibacter","",0.89
"feb2eec77affcfb2850f5abab73da781","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","",1
"1344dfcd334536d647b138b35fa187c4","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","",0.95
"7981b9cc911408cbf09fd028c458a6f4","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","",1
"a4acde8bd07c4ddc1ec9b67ea49083a7","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","",0.95
"7b2129ba33354b4d4b89f38f0e7f7cc4","Bacteria","Bacteria","","","","","","",1
"c6ff25c832fbf97f6b40f02c7080b43f","Bacteria","Bacteria","","","","","","",1
"9bfcb62cb2417ea3d08e16a9976aab18","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.56
"6d71757b4df04ae28eaf9ada13ddcdb9","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.62
"a7538bcaf956dac108f1cb313b284617","Bacteria","Bacteria","","","","","","",1
"ec53afbf2febd9b0dca7f3954a116e19","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.58
"941cc85653474d3d8dfcf3fd605ab3c0","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","",0.84
"65b0533f576a8367504b5af78214bf97","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",1
"2e2c7869087ca4f8f98eb621e7602e61","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","","",0.68
"366f5b5636559ac4b2cb3a436548cfcb","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","",0.62
"c64d7b5c2bdaa8cc0b971791bca3ce0d","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","",0.72
"8d285f20c373b48b4e80c0f84937935b","Bacteria","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","vadinBE97","","",1
"58b6b723949278fea66f559fb8fec2ab","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","","",0.61
"074aca305f555640eb3dcb125274fffc","Bacteria","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus","",1
"d14b6aa9217b9582e71bae9a17f5e2f5","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospira","",0.56
"fb017877ba02c4c16c0c3aa8832312c0","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","","",0.97
"2cd00ea627d63b6c55af5d1d65a6cd44","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella","rigui",0.74
"02ae60a86b2c1355909958f5a0c69c11","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Conservatibacter","",0.98
"7242f9f90873a5a04532186f2c9e91ae","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","",1
"f4a3a912da68d56d0bfdc87c59ab8eb3","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","",0.65
"fcb3f5911c47e69eceda452f2b259f7d","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",1
"1efe887de1bdd596c9461281fe80d17f","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","",0.91
"c9ee20be43443872e247d6a97254a89c","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","psychrophila",0.94
"d0004bdfc911fda5a8ed3cdcf5b33333","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","","",0.99
"181f9a022b91d45a44905502f8435ad6","Bacteria","Bacteria","Firmicutes","Clostridia","","","","",0.67
"8fb773e61e6ee7f5e0fde91cb4d2df09","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010","",0.89
"fee97629f051de0199ea8aab1752f501","Bacteria","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","",1
"3af5e284c43c47c7e42ffdbb07b6d9fb","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",1
"819446b7e29fb933f85571632dd7b521","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Haemophilus","",0.54
"3b7788e9f6f307a4170fedf64800654b","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","",0.96
"d4f0c2032293fcdc7a2ea3812dd78989","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","","","",0.77
"cb13bc392fd0d5005d127b86876d3c11","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","",0.61
"c2236727ffae6d3d4521989084fcbe7b","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","","","",0.97
"e09c441572a1663f2a049a55817b08dd","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.58
"a47f1d9b166707448add5c1c113eb511","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","",0.99
"6161a6ad10721ba5d69fe0b7640a7138","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","",1
"c9c8e51ba0e6942f7c83dbe42d1209c9","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.92
"a0de5fdba1797a1847d507cc9537d2ef","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","","","",0.64
"0b09393b8f5a5d0f4370e95d637e354a","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","",1
"02c62d6081011806f719028d8bbd56f2","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","","",0.6
"df2a0360b1740dd4524b1e1163302333","Bacteria","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","",1
"1a5f8697313cf8c6c262c762b56cabe9","Bacteria","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","",1
"a436030bfe321321e3df7c9f16f54d5a","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"afe78122dfd2e973555a7337c8598740","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","",0.98
"ca104ea170092a8584a7b4000a7e91d8","Bacteria","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Coriobacteriaceae UCG-002","",1
"6a4c0e5943a7eb8c9f0b5b5e69171828","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","",1
"71c1a26af08bcb05c2a0c2ed56202da9","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","",0.64
"def663155a6066aac9ee367c21187f28","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","",1
"6b8ba4e88ade0eb16948e99c71b90be8","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","",1
"6bdf4235989ad49360646364f6387d06","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"d4280e77c95a37698e97684b3b453d50","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","",0.96
"5eebc5897aa2cf1fcc0848725822a433","Bacteria","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","",0.65
"933a9cb8978ef20dff803f27b674abaf","Bacteria","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Murdochiella","",1
"6aae9a17fbd9c7a4f55a65ef18d63320","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","",1
"55ec4efe570ffd7cd7043c92e819f47f","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"8924c5cb89b1e6772ab4dc55983d8cab","Bacteria","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","","","",0.84
"21932aa4a6c09cd7aa0a2b17b6c51138","Bacteria","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","","",0.73
"bb518fecd8ffb68f2c76deb00d50f592","Bacteria","Bacteria","Firmicutes","Bacilli","RF39","","","",1
"2bb637f632923280dd1c497958fb221b","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.97
"2be446762e48e28a666f7e280d24f2a0","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","","","",0.51
"4b4dd79681e1f75b0bfbb66a36e41b57","Bacteria","Bacteria","","","","","","",1
"1e87471b4774fb60b98fc565d0e9c7b2","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",0.63
"ff173a4b9ebf8f9252d8b2f91897e57c","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","ginsengisoli",0.96
"1522a7f9cde8b14a7655fea5dd7ad5af","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","","",0.54
"57719b453302e262d8f58106e930368c","Bacteria","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade","",0.75
"c475d198761431cb262cac70d3f4da67","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","","",1
"86cc832a04ae5c0080f0a89255de5b54","Bacteria","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","",1
"92e02e924266d4e92fdc2a1c8a08f141","Bacteria","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-001","",0.88
"094e73636d5c8deee981b4029b5a56c1","Bacteria","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","",0.68
"99d7dd8fdd43cef331f256e86f097a82","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","","",0.79
